date,open,high,low,close,volume,label
2013.07.22,100.365,100.365,99.215,99.305,39932,100.167
2013.07.23,99.311,100.167,99.133,99.5,39039,100.44
2013.07.24,99.498,100.44,99.411,100.39,40360,100.405
2013.07.25,100.394,100.405,98.871,99.24,43653,99.349
2013.07.26,99.241,99.349,97.948,98.225,40430,98.33
2013.07.28,98.06,98.33,97.761,97.949,3863,98.189
2013.07.29,97.95,98.189,97.622,98.03,38881,98.449
2013.07.30,98.031,98.449,97.746,97.998,37087,98.528
2013.07.31,98,98.528,97.572,97.832,48018,99.556
2013.08.01,97.834,99.556,97.643,99.412,42569,99.93
2013.08.02,99.415,99.93,98.65,98.925,39678,99.043
2013.08.04,98.923,99.043,98.862,98.922,2639,99.14
2013.08.05,98.919,99.14,98.183,98.235,34279,98.573
2013.08.06,98.236,98.573,97.096,97.333,42671,97.522
2013.08.07,97.337,97.522,96.316,96.555,47004,96.925
2013.08.08,96.556,96.925,95.799,96.753,45880,96.958
2013.08.09,96.751,96.958,96.119,96.199,34119,96.393
2013.08.11,96.313,96.393,95.916,96.048,2979,97.296
2013.08.12,96.046,97.296,95.973,97.183,35797,98.331
2013.08.13,97.175,98.331,97.134,98.12,39965,98.416
2013.08.14,98.122,98.416,97.758,97.773,36380,98.638
2013.08.15,97.766,98.638,97.041,97.063,48473,97.762
2013.08.16,97.056,97.762,97.047,97.518,35735,97.744
2013.08.18,97.617,97.744,97.538,97.665,2666,98.112
2013.08.19,97.666,98.112,97.348,97.596,35692,97.852
2013.08.20,97.593,97.852,96.903,97.312,41455,97.972
2013.08.21,97.313,97.972,97.113,97.794,42834,98.913
2013.08.22,97.793,98.913,97.744,98.863,41389,99.137
2013.08.23,98.864,99.137,98.38,98.711,37490,98.812
2013.08.25,98.563,98.812,98.553,98.709,2394,98.833
2013.08.26,98.714,98.833,98.183,98.266,27901,98.378
2013.08.27,98.267,98.378,96.808,96.875,42068,97.826
2013.08.28,96.878,97.826,96.869,97.733,38082,98.509
2013.08.29,97.73,98.509,97.441,98.303,37366,98.466
2013.08.30,98.295,98.466,97.874,98.158,34287,98.435
2013.09.01,98.427,98.435,98.27,98.372,2911,99.662
2013.09.02,98.376,99.662,98.343,99.564,32344,99.85
2013.09.03,99.558,99.85,99.158,99.546,40495,99.813
2013.09.04,99.545,99.813,99.317,99.723,35088,100.217
2013.09.05,99.725,100.217,99.556,100.106,40589,100.113
2013.09.06,100.107,100.113,98.533,99.098,40514,100.096
2013.09.08,99.708,100.096,99.576,99.999,4730,100.044
2013.09.09,99.998,100.044,99.326,99.709,33013,100.453
2013.09.10,99.71,100.453,99.468,100.283,36487,100.598
2013.09.11,100.288,100.598,99.703,99.786,37631,99.89
2013.09.12,99.788,99.89,99.003,99.56,37307,99.966
2013.09.13,99.543,99.966,99.183,99.363,31535,99.073
2013.09.15,98.648,99.073,98.45,98.996,5464,99.171
2013.09.16,98.994,99.171,98.634,99.086,26229,99.371
2013.09.17,99.085,99.371,99.051,99.141,27062,99.324
2013.09.18,99.14,99.324,97.754,98.173,38255,99.607
2013.09.19,98.176,99.607,97.976,99.387,39245,99.657
2013.09.20,99.383,99.657,99.164,99.343,27420,99.347
2013.09.22,99.253,99.347,99.208,99.283,2360,99.284
2013.09.23,99.282,99.284,98.639,98.726,22148,99.163
2013.09.24,98.727,99.163,98.466,98.714,25969,98.803
2013.09.25,98.724,98.803,98.375,98.424,25642,99.122
2013.09.26,98.421,99.122,98.259,98.907,30068,98.972
2013.09.27,98.903,98.972,98.086,98.238,25265,97.916
2013.09.29,97.668,97.916,97.656,97.794,3884,98.481
2013.09.30,97.8,98.481,97.489,98.366,30653,98.715
2013.10.01,98.365,98.715,97.646,97.932,33249,98.073
2013.10.02,97.931,98.073,97.137,97.346,32073,97.86
2013.10.03,97.343,97.86,96.921,97.245,31637,97.473
2013.10.04,97.244,97.473,96.943,97.463,26198,97.323
2013.10.06,97.21,97.323,97.134,97.269,2647,97.27
2013.10.07,97.27,97.27,96.558,96.683,32002,97.239
2013.10.08,96.684,97.239,96.655,96.908,33264,97.631
2013.10.09,96.909,97.631,96.908,97.493,35329,98.323
2013.10.10,97.485,98.323,97.46,98.228,35656,98.583
2013.10.11,98.225,98.583,98.183,98.568,27979,98.334
2013.10.13,98.251,98.334,98.119,98.313,2356,98.693
2013.10.14,98.314,98.693,98.086,98.628,15789,98.693
2013.10.15,98.625,98.693,97.987,98.568,27567,98.969
2013.10.16,98.559,98.969,98.238,98.944,27434,98.993
2013.10.17,98.948,98.993,97.728,97.993,28897,98.146
2013.10.18,97.979,98.146,97.547,97.703,19898,97.949
2013.10.20,97.861,97.949,97.773,97.948,2124,98.23
2013.10.21,97.947,98.23,97.898,98.191,19261,98.472
2013.10.22,98.192,98.472,97.864,98.128,21746,98.183
2013.10.23,98.127,98.183,97.149,97.421,26778,97.604
2013.10.24,97.42,97.604,97.165,97.383,24329,97.48
2013.10.25,97.382,97.48,96.933,97.408,22189,97.748
2013.10.27,97.738,97.748,97.453,97.588,2418,97.777
2013.10.28,97.589,97.777,97.436,97.618,21134,98.265
2013.10.29,97.621,98.265,97.452,98.186,27090,98.667
2013.10.30,98.183,98.667,98.044,98.461,28202,98.496
2013.10.31,98.459,98.496,98.077,98.321,30351,98.839
2013.11.01,98.323,98.839,97.8,98.66,23563,98.813
2013.11.03,98.813,98.813,98.658,98.7,1263,98.833
2013.11.04,98.701,98.833,98.526,98.623,16277,98.633
2013.11.05,98.625,98.633,98.158,98.463,23695,98.743
2013.11.06,98.462,98.743,98.395,98.648,22096,99.399
2013.11.07,98.65,99.399,97.609,98.153,33595,99.208
2013.11.08,98.155,99.208,97.967,99.038,27084,99.224
2013.11.10,99.217,99.224,99.114,99.196,2052,99.286
2013.11.11,99.198,99.286,98.914,99.146,17815,99.786
2013.11.12,99.148,99.786,99.14,99.558,26877,99.649
2013.11.13,99.561,99.649,99.096,99.228,30116,100.248
2013.11.14,99.223,100.248,99.125,100.208,37314,100.423
2013.11.15,100.21,100.423,99.929,100.173,27324,100.381
2013.11.17,100.26,100.381,100.198,100.345,1715,100.346
2013.11.18,100.346,100.346,99.779,99.853,25284,100.243
2013.11.19,99.854,100.243,99.561,100.162,27579,100.243
2013.11.20,100.153,100.243,99.779,100.241,30021,101.343
2013.11.21,100.237,101.343,100.162,101.283,36335,101.343
2013.11.22,101.282,101.343,100.946,101.258,28234,101.314
2013.11.24,101.287,101.314,101.201,101.256,1399,101.906
2013.11.25,101.254,101.906,101.129,101.365,27134,101.64
2013.11.26,101.369,101.64,101.137,101.238,24391,102.267
2013.11.27,101.236,102.267,101.233,102.188,26334,102.361
2013.11.28,102.189,102.361,101.926,102.287,22440,102.599
2013.11.29,102.288,102.599,102.107,102.427,25349,102.583
2013.12.01,102.493,102.583,102.436,102.482,1610,103.118
2013.12.02,102.481,103.118,102.215,102.925,29792,103.366
2013.12.03,102.926,103.366,101.968,102.306,38090,102.824
2013.12.04,102.309,102.824,101.811,102.377,39452,102.431
2013.12.05,102.375,102.431,101.615,101.719,34779,102.953
2013.12.06,101.718,102.953,101.698,102.896,29970,103.21
2013.12.08,103.008,103.21,102.93,103.119,2581,103.335
2013.12.09,103.123,103.335,102.881,103.254,26050,103.382
2013.12.10,103.253,103.382,102.566,102.785,28273,102.928
2013.12.11,102.786,102.928,102.153,102.521,30340,103.644
2013.12.12,102.52,103.644,102.457,103.57,31852,103.91
2013.12.13,103.568,103.91,102.982,103.203,29992,103.28
2013.12.15,103.269,103.28,103.102,103.258,1770,103.258
2013.12.16,103.256,103.258,102.634,103.028,27674,103.098
2013.12.17,103.025,103.098,102.493,102.626,24018,104.355
2013.12.18,102.627,104.355,102.627,104.2,33027,104.333
2013.12.19,104.202,104.333,103.773,104.285,27854,104.623
2013.12.20,104.288,104.623,103.848,104.083,30433,104.052
2013.12.22,103.991,104.052,103.976,104.023,1135,104.222
2013.12.23,104.021,104.222,103.763,104.169,16388,104.402
2013.12.24,104.165,104.402,104.133,104.266,12380,104.918
2013.12.26,104.704,104.918,104.676,104.899,13423,105.174
2013.12.27,104.903,105.174,104.64,105.158,21860,105.353
2013.12.29,105.191,105.353,105.158,105.293,1825,105.402
2013.12.30,105.298,105.402,104.902,104.902,21519,105.14
2013.12.31,104.901,105.14,104.854,105.136,12790,105.431
2014.01.02,105.281,105.431,104.535,104.832,22620,104.873
2014.01.03,104.818,104.873,104.065,104.843,24742,104.922
2014.01.05,104.816,104.922,104.799,104.903,1530,104.937
2014.01.06,104.904,104.937,103.903,104.211,34363,104.723
2014.01.07,104.212,104.723,104.169,104.706,31985,105.111
2014.01.08,104.704,105.111,104.653,104.83,34777,105.046
2014.01.09,104.829,105.046,104.567,104.823,30578,105.326
2014.01.10,104.821,105.326,103.821,104.163,33933,104.123
2014.01.12,103.976,104.123,103.931,103.931,1595,104.021
2014.01.13,103.93,104.021,102.846,103.103,35738,104.281
2014.01.14,103.101,104.281,103.008,104.184,35345,104.683
2014.01.15,104.181,104.683,104.081,104.586,30802,104.911
2014.01.16,104.583,104.911,104.142,104.284,29581,104.463
2014.01.17,104.283,104.463,104.187,104.303,23410,104.31
2014.01.19,104.209,104.31,104.197,104.233,1507,104.258
2014.01.20,104.238,104.258,103.853,104.236,19312,104.737
2014.01.21,104.237,104.737,104.015,104.213,25500,104.679
2014.01.22,104.216,104.679,103.961,104.644,26815,104.83
2014.01.23,104.643,104.83,102.964,103.378,42020,103.573
2014.01.24,103.375,103.573,101.991,102.376,50742,102.221
2014.01.26,102.218,102.221,101.764,102.094,3614,102.92
2014.01.27,102.093,102.92,102.047,102.661,46382,103.432
2014.01.28,102.658,103.432,102.516,103.231,40459,103.354
2014.01.29,103.232,103.354,101.833,102.275,51862,102.88
2014.01.30,102.274,102.88,102.078,102.723,43286,102.923
2014.01.31,102.729,102.923,101.944,102.023,45357,102.23
2014.02.02,101.981,102.23,101.958,102.23,1613,102.399
2014.02.03,102.232,102.399,100.767,101.173,48817,101.754
2014.02.04,101.171,101.754,100.745,101.684,48157,101.683
2014.02.05,101.683,101.683,100.792,101.458,46398,102.162
2014.02.06,101.46,102.162,101.233,102.032,37807,102.568
2014.02.07,102.031,102.568,101.456,102.314,37411,102.633
2014.02.09,102.481,102.633,102.436,102.497,1986,102.519
2014.02.10,102.495,102.519,101.982,102.128,28070,102.691
2014.02.11,102.129,102.691,102.066,102.52,25666,102.637
2014.02.12,102.518,102.637,102.214,102.456,25062,102.521
2014.02.13,102.458,102.521,101.687,102.168,32431,102.396
2014.02.14,102.176,102.396,101.56,101.786,32414,101.808
2014.02.16,101.623,101.808,101.526,101.527,1788,102.124
2014.02.17,101.526,102.124,101.377,102.068,22017,102.731
2014.02.18,102.063,102.731,101.751,102.303,33857,102.455
2014.02.19,102.302,102.455,101.842,102.3,30862,102.407
2014.02.20,102.301,102.407,101.658,102.311,31630,102.816
2014.02.21,102.312,102.816,102.31,102.493,24080,102.576
2014.02.23,102.468,102.576,102.468,102.528,1084,102.668
2014.02.24,102.526,102.668,102.156,102.493,24517,102.616
2014.02.25,102.497,102.616,101.999,102.146,25370,102.6
2014.02.26,102.145,102.6,102.094,102.293,28109,102.434
2014.02.27,102.295,102.434,101.713,102.106,36288,102.282
2014.02.28,102.108,102.282,101.545,101.783,36241,101.651
2014.03.02,101.472,101.651,101.247,101.324,2761,101.561
2014.03.03,101.328,101.561,101.191,101.408,30226,102.276
2014.03.04,101.409,102.276,101.409,102.203,32142,102.539
2014.03.05,102.204,102.539,102.106,102.353,27521,103.156
2014.03.06,102.354,103.156,102.319,103.05,30905,103.75
2014.03.07,103.047,103.75,102.831,103.268,29880,103.248
2014.03.09,103.029,103.248,103.014,103.167,2344,103.396
2014.03.10,103.165,103.396,102.926,103.249,23094,103.415
2014.03.11,103.248,103.415,102.773,102.841,24821,103.088
2014.03.12,102.848,103.088,102.54,102.812,26607,102.853
2014.03.13,102.813,102.853,101.531,101.768,32808,101.843
2014.03.14,101.766,101.843,101.199,101.346,31759,101.427
2014.03.16,101.263,101.427,101.261,101.35,2122,101.904
2014.03.17,101.348,101.904,101.334,101.889,32433,101.931
2014.03.18,101.89,101.931,101.268,101.465,33373,102.671
2014.03.19,101.464,102.671,101.288,102.426,34785,102.535
2014.03.20,102.424,102.535,102.202,102.394,33458,102.395
2014.03.21,102.393,102.395,102.007,102.238,22959,102.29
2014.03.23,102.143,102.29,102.094,102.259,2064,102.636
2014.03.24,102.261,102.636,102.119,102.233,31170,102.476
2014.03.25,102.231,102.476,102.085,102.288,29753,102.455
2014.03.26,102.29,102.455,101.849,101.906,29953,102.421
2014.03.27,101.905,102.421,101.713,102.153,35738,102.967
2014.03.28,102.154,102.967,102.025,102.816,26501,102.953
2014.03.30,102.953,102.953,102.843,102.889,2156,103.426
2014.03.31,102.888,103.426,102.784,103.206,25854,103.7
2014.04.01,103.207,103.7,103.079,103.633,23665,103.923
2014.04.02,103.631,103.923,103.576,103.86,22921,104.102
2014.04.03,103.854,104.102,103.803,103.89,22037,104.115
2014.04.04,103.889,104.115,103.19,103.284,24090,103.38
2014.04.06,103.268,103.38,103.258,103.311,1701,103.325
2014.04.07,103.31,103.325,102.984,103.058,26392,103.061
2014.04.08,103.059,103.061,101.54,101.943,40495,102.148
2014.04.09,101.94,102.148,101.71,102.116,29632,102.125
2014.04.10,102.118,102.125,101.322,101.384,37220,101.855
2014.04.11,101.383,101.855,101.316,101.609,35546,101.627
2014.04.13,101.62,101.627,101.416,101.438,2359,101.999
2014.04.14,101.437,101.999,101.407,101.906,28029,101.983
2014.04.15,101.905,101.983,101.492,101.87,33563,102.353
2014.04.16,101.869,102.353,101.862,102.201,28852,102.455
2014.04.17,102.204,102.455,101.855,102.446,23929,102.559
2014.04.18,102.447,102.559,102.353,102.417,8506,102.615
2014.04.20,102.438,102.615,102.381,102.55,1807,102.694
2014.04.21,102.556,102.694,102.491,102.673,14248,102.714
2014.04.22,102.672,102.714,102.403,102.618,21119,102.682
2014.04.23,102.62,102.682,102.156,102.484,22618,102.634
2014.04.24,102.483,102.634,102.078,102.299,26332,102.486
2014.04.25,102.293,102.486,101.952,102.143,23218,102.186
2014.04.27,102.18,102.186,102.093,102.095,1712,102.613
2014.04.28,102.092,102.613,102.036,102.514,24692,102.77
2014.04.29,102.515,102.77,102.465,102.556,18905,102.648
2014.04.30,102.555,102.648,102.02,102.218,28135,102.35
2014.05.01,102.216,102.35,102.119,102.268,17455,103.009
2014.05.02,102.269,103.009,102.123,102.187,25165,102.251
2014.05.04,102.144,102.251,102.143,102.199,1389,102.213
2014.05.05,102.198,102.213,101.854,102.13,17578,102.143
2014.05.06,102.131,102.143,101.488,101.714,23030,101.995
2014.05.07,101.715,101.995,101.421,101.861,29047,101.946
2014.05.08,101.859,101.946,101.451,101.581,28295,101.851
2014.05.09,101.58,101.851,101.537,101.851,21967,101.912
2014.05.11,101.871,101.912,101.8,101.873,1977,102.215
2014.05.12,101.871,102.215,101.84,102.176,19507,102.351
2014.05.13,102.177,102.351,102.051,102.224,21982,102.223
2014.05.14,102.223,102.223,101.71,101.772,22894,102.105
2014.05.15,101.771,102.105,101.303,101.478,31242,101.66
2014.05.16,101.477,101.66,101.352,101.493,24557,101.555
2014.05.18,101.538,101.555,101.474,101.532,1689,101.586
2014.05.19,101.53,101.586,101.093,101.461,25552,101.588
2014.05.20,101.46,101.588,101.179,101.259,23518,101.608
2014.05.21,101.26,101.608,100.813,101.423,30659,101.804
2014.05.22,101.422,101.804,101.346,101.768,25178,101.996
2014.05.23,101.767,101.996,101.585,101.958,20390,101.987
2014.05.25,101.923,101.987,101.923,101.967,1307,102.041
2014.05.26,101.968,102.041,101.83,101.901,12570,102.13
2014.05.27,101.9,102.13,101.716,101.976,21640,102.02
2014.05.28,101.975,102.02,101.627,101.709,22442,101.782
2014.05.29,101.71,101.782,101.419,101.718,24116,101.834
2014.05.30,101.713,101.834,101.486,101.759,21671,101.88
2014.06.01,101.858,101.88,101.745,101.878,1708,102.471
2014.06.02,101.877,102.471,101.853,102.432,24193,102.578
2014.06.03,102.429,102.578,102.261,102.553,22062,102.784
2014.06.04,102.549,102.784,102.429,102.665,24642,102.723
2014.06.05,102.664,102.723,102.328,102.414,28452,102.6
2014.06.06,102.415,102.6,102.105,102.464,24158,102.637
2014.06.08,102.5,102.637,102.486,102.619,1762,102.633
2014.06.09,102.618,102.633,102.366,102.478,17911,102.493
2014.06.10,102.477,102.493,102.204,102.299,23479,102.382
2014.06.11,102.3,102.382,101.852,101.99,23687,102.13
2014.06.12,101.989,102.13,101.596,101.706,26257,102.126
2014.06.13,101.708,102.126,101.708,102.03,23231,102.059
2014.06.15,102.059,102.059,101.934,101.962,1538,101.966
2014.06.16,101.961,101.966,101.712,101.871,20779,102.231
2014.06.17,101.872,102.231,101.859,102.166,20392,102.342
2014.06.18,102.168,102.342,101.871,101.902,23987,101.99
2014.06.19,101.901,101.99,101.73,101.907,21849,102.185
2014.06.20,101.906,102.185,101.805,102.06,16900,102.103
2014.06.22,102.083,102.103,102.055,102.078,1225,102.125
2014.06.23,102.076,102.125,101.807,101.873,15502,102.156
2014.06.24,101.871,102.156,101.808,101.911,16728,101.943
2014.06.25,101.91,101.943,101.616,101.811,16903,101.823
2014.06.26,101.813,101.823,101.478,101.634,18113,101.638
2014.06.27,101.633,101.638,101.304,101.407,18659,101.461
2014.06.29,101.398,101.461,101.383,101.424,1502,101.454
2014.06.30,101.425,101.454,101.228,101.299,16899,101.581
2014.07.01,101.298,101.581,101.284,101.542,17776,101.834
2014.07.02,101.543,101.834,101.4,101.822,16705,102.256
2014.07.03,101.823,102.256,101.773,102.194,18193,102.204
2014.07.04,102.193,102.204,101.961,102.051,10332,102.128
2014.07.06,102.054,102.128,102.043,102.108,1518,102.19
2014.07.07,102.109,102.19,101.776,101.808,15140,101.85
2014.07.08,101.807,101.85,101.455,101.456,17435,101.848
2014.07.09,101.457,101.848,101.436,101.518,17604,101.558
2014.07.10,101.519,101.558,101.056,101.291,23936,101.378
2014.07.11,101.29,101.378,101.206,101.314,16090,101.398
2014.07.13,101.371,101.398,101.323,101.355,1321,101.611
2014.07.14,101.354,101.611,101.327,101.525,13894,101.737
2014.07.15,101.524,101.737,101.426,101.657,18274,101.781
2014.07.16,101.661,101.781,101.608,101.633,14823,101.651
2014.07.17,101.635,101.651,101.08,101.217,20718,101.437
2014.07.18,101.216,101.437,101.168,101.328,16924,101.365
2014.07.20,101.322,101.365,101.318,101.345,1197,101.423
2014.07.21,101.344,101.423,101.187,101.421,12984,101.589
2014.07.22,101.42,101.589,101.324,101.474,17250,101.546
2014.07.23,101.472,101.546,101.306,101.512,16241,101.847
2014.07.24,101.513,101.847,101.406,101.757,18091,101.927
2014.07.25,101.756,101.927,101.704,101.825,17099,101.807
2014.07.27,101.783,101.807,101.743,101.743,1607,101.895
2014.07.28,101.742,101.895,101.74,101.819,14709,102.146
2014.07.29,101.818,102.146,101.817,102.064,18429,103.076
2014.07.30,102.063,103.076,102.026,102.836,22706,102.994
2014.07.31,102.837,102.994,102.714,102.764,21441,103.017
2014.08.01,102.763,103.017,102.347,102.598,28354,102.606
2014.08.03,102.549,102.606,102.504,102.561,1431,102.719
2014.08.04,102.56,102.719,102.395,102.536,18231,102.914
2014.08.05,102.537,102.914,102.451,102.584,22612,102.613
2014.08.06,102.585,102.613,101.773,102.134,25564,102.449
2014.08.07,102.133,102.449,101.988,102.122,24514,102.126
2014.08.08,102.123,102.126,101.501,102.029,28750,102.173
2014.08.10,102.173,102.173,102.074,102.146,1772,102.252
2014.08.11,102.145,102.252,102.013,102.211,16706,102.352
2014.08.12,102.21,102.352,102.081,102.275,19205,102.531
2014.08.13,102.274,102.531,102.213,102.408,20227,102.644
2014.08.14,102.407,102.644,102.299,102.502,19481,102.704
2014.08.15,102.501,102.704,102.128,102.344,23915,102.418
2014.08.17,102.316,102.418,102.301,102.405,1720,102.626
2014.08.18,102.402,102.626,102.237,102.616,16078,102.954
2014.08.19,102.617,102.954,102.51,102.933,17245,103.836
2014.08.20,102.935,103.836,102.894,103.697,25671,103.948
2014.08.21,103.698,103.948,103.589,103.843,20236,104.181
2014.08.22,103.844,104.181,103.492,103.933,24962,104.263
2014.08.24,104.263,104.263,104.143,104.194,2455,104.251
2014.08.25,104.195,104.251,103.853,104.061,16359,104.16
2014.08.26,104.06,104.16,103.738,104.083,20542,104.15
2014.08.27,104.079,104.15,103.77,103.866,20502,103.874
2014.08.28,103.865,103.874,103.546,103.709,23624,104.1
2014.08.29,103.708,104.1,103.674,104.074,19460,104.199
2014.08.31,104.174,104.199,104.114,104.156,1382,104.358
2014.09.01,104.155,104.358,104.091,104.343,12487,105.261
2014.09.02,104.342,105.261,104.323,105.231,26589,105.299
2014.09.03,105.23,105.299,104.731,104.882,27297,105.695
2014.09.04,104.881,105.695,104.749,105.579,31272,105.579
2014.09.05,105.578,105.579,104.673,105.08,28792,105.217
2014.09.07,104.994,105.217,104.994,105.172,1919,106.156
2014.09.08,105.165,106.156,104.981,106.116,23456,106.462
2014.09.09,106.115,106.462,105.943,106.111,28582,106.874
2014.09.10,106.11,106.874,106.031,106.828,29962,107.187
2014.09.11,106.829,107.187,106.63,107.111,30263,107.382
2014.09.12,107.113,107.382,107.042,107.33,25852,107.34
2014.09.14,107.193,107.34,107.188,107.319,1537,107.354
2014.09.15,107.318,107.354,106.999,107.137,20176,107.32
2014.09.16,107.136,107.32,106.801,107.141,27727,108.67
2014.09.17,107.14,108.67,107.126,108.537,30468,108.947
2014.09.18,108.535,108.947,108.363,108.797,28856,109.447
2014.09.19,108.795,109.447,108.583,109.031,30881,109.175
2014.09.21,109.028,109.175,108.902,108.938,2095,109.181
2014.09.22,108.931,109.181,108.655,108.733,27933,108.981
2014.09.23,108.734,108.981,108.243,108.545,27899,109.328
2014.09.24,108.543,109.328,108.482,109.316,28684,109.359
2014.09.25,109.318,109.359,108.469,108.616,38542,109.522
2014.09.26,108.617,109.522,108.468,109.275,35159,109.5
2014.09.28,109.293,109.5,109.261,109.39,2604,109.733
2014.09.29,109.389,109.733,109.12,109.394,31360,109.835
2014.09.30,109.395,109.835,109.178,109.652,32877,110.076
2014.10.01,109.653,110.076,108.86,108.999,47153,109.067
2014.10.02,108.998,109.067,107.999,108.504,54017,109.891
2014.10.03,108.503,109.891,108.502,109.748,35987,109.84
2014.10.05,109.704,109.84,109.704,109.799,1789,109.799
2014.10.06,109.798,109.799,108.643,108.864,31020,109.222
2014.10.07,108.865,109.222,107.743,108.058,43619,108.731
2014.10.08,108.055,108.731,107.819,108.143,43931,108.304
2014.10.09,108.142,108.304,107.519,107.821,52639,108.142
2014.10.10,107.822,108.142,107.613,107.647,50522,107.574
2014.10.12,107.538,107.574,107.251,107.329,3853,107.561
2014.10.13,107.328,107.561,106.754,107.049,35460,107.394
2014.10.14,107.047,107.394,106.662,107.309,46584,107.485
2014.10.15,107.307,107.485,105.218,105.997,72889,106.484
2014.10.16,105.998,106.484,105.497,106.427,72083,106.931
2014.10.17,106.428,106.931,106.124,106.869,66354,107.226
2014.10.19,107.203,107.226,106.992,107.153,3881,107.381
2014.10.20,107.154,107.381,106.771,106.888,58173,107.103
2014.10.21,106.889,107.103,106.243,107.003,64582,107.368
2014.10.22,107.004,107.368,106.779,107.142,59910,108.344
2014.10.23,107.143,108.344,107.095,108.155,66127,108.266
2014.10.24,108.154,108.266,107.775,108.148,59298,108.349
2014.10.26,108.348,108.349,108.129,108.173,2557,108.174
2014.10.27,108.174,108.174,107.596,107.834,55829,108.178
2014.10.28,107.838,108.178,107.684,108.117,48962,108.952
2014.10.29,108.116,108.952,107.932,108.828,54006,109.455
2014.10.30,108.827,109.455,108.786,109.217,72268,112.465
2014.10.31,109.216,112.465,109.185,112.313,112983,112.973
2014.11.02,112.699,112.973,112.698,112.825,6184,114.204
2014.11.03,112.824,114.204,112.562,113.698,76705,113.777
2014.11.04,113.7,113.777,113.158,113.509,84137,114.832
2014.11.05,113.51,114.832,113.46,114.648,90427,115.506
2014.11.06,114.65,115.506,114.053,115.175,113694,115.584
2014.11.07,115.176,115.584,114.243,114.593,105723,114.558
2014.11.09,114.508,114.558,114.393,114.52,3006,114.898
2014.11.10,114.519,114.898,113.849,114.791,77454,116.095
2014.11.11,114.79,116.095,114.626,115.733,95299,115.868
2014.11.12,115.732,115.868,114.875,115.585,105239,115.872
2014.11.13,115.586,115.872,115.301,115.792,82185,116.813
2014.11.14,115.789,116.813,115.713,116.279,94312,117.043
2014.11.16,116.468,117.043,116.348,116.868,7062,116.87
2014.11.17,116.869,116.87,115.445,116.621,90339,117.039
2014.11.18,116.619,117.039,116.328,116.868,79839,118.262
2014.11.19,116.867,118.262,116.804,118.117,89024,118.968
2014.11.20,118.118,118.968,117.731,118.237,107424,118.257
2014.11.21,118.236,118.257,117.347,117.778,98349,117.932
2014.11.23,117.903,117.932,117.724,117.777,3427,118.566
2014.11.24,117.776,118.566,117.571,118.446,58653,118.445
2014.11.25,118.445,118.445,117.68,117.795,81107,117.892
2014.11.26,117.797,117.892,117.429,117.612,67456,117.981
2014.11.27,117.613,117.981,117.225,117.866,48753,118.764
2014.11.28,117.87,118.764,117.848,118.621,63066,118.915
2014.11.30,118.741,118.915,118.717,118.849,5230,119.13
2014.12.01,118.844,119.13,117.856,118.308,94093,119.275
2014.12.02,118.309,119.275,118.213,119.181,73521,119.871
2014.12.03,119.182,119.871,119.119,119.852,72534,120.239
2014.12.04,119.851,120.239,119.329,119.793,92349,121.675
2014.12.05,119.794,121.675,119.694,121.443,88367,121.837
2014.12.07,121.578,121.837,121.525,121.6,6850,121.687
2014.12.08,121.601,121.687,120.193,120.632,88237,120.992
2014.12.09,120.631,120.992,117.934,119.344,146525,119.904
2014.12.10,119.343,119.904,117.588,117.595,153626,119.547
2014.12.11,117.596,119.547,117.43,118.99,140294,119.196
2014.12.12,118.989,119.196,118.042,118.743,119622,118.683
2014.12.14,118.681,118.683,117.767,118.158,13471,119.05
2014.12.15,118.159,119.05,117.553,117.753,152931,117.955
2014.12.16,117.756,117.955,115.554,116.616,186999,118.998
2014.12.17,116.615,118.998,116.434,118.761,155610,119.302
2014.12.18,118.76,119.302,118.249,118.939,115334,119.613
2014.12.19,118.938,119.613,118.811,119.484,92144,119.563
2014.12.21,119.529,119.563,119.432,119.517,8550,120.174
2014.12.22,119.518,120.174,119.303,120.144,67788,120.815
2014.12.23,120.143,120.815,120.042,120.666,57015,120.697
2014.12.24,120.667,120.697,120.269,120.44,36934,120.455
2014.12.26,120.187,120.455,120.166,120.371,30197,120.436
2014.12.28,120.358,120.436,120.327,120.413,3539,120.73
2014.12.29,120.413,120.73,120.164,120.628,89715,120.667
2014.12.30,120.63,120.667,118.854,119.459,104784,119.931
2014.12.31,119.457,119.931,119.241,119.852,51353,120.734
2015.01.02,120.414,120.734,119.797,120.455,80469,120.567
2015.01.04,120.552,120.567,120.306,120.387,5784,120.638
2015.01.05,120.386,120.638,119.248,119.411,153619,119.504
2015.01.06,119.411,119.504,118.042,118.652,188821,119.64
2015.01.07,118.653,119.64,118.633,119.273,166407,119.953
2015.01.08,119.272,119.953,119.15,119.788,136509,119.843
2015.01.09,119.789,119.843,118.409,118.509,154557,118.422
2015.01.11,118.352,118.422,118.116,118.223,3253,119.308
2015.01.12,118.222,119.308,118.091,118.328,139390,118.84
2015.01.13,118.328,118.84,117.532,117.809,191483,117.914
2015.01.14,117.808,117.914,116.061,117.423,209252,117.932
2015.01.15,117.423,117.932,115.882,116.125,254201,117.757
2015.01.16,116.128,117.757,115.843,117.46,199067,117.603
2015.01.18,117.477,117.603,117.355,117.583,4205,117.816
2015.01.19,117.584,117.816,116.913,117.733,107718,118.858
2015.01.20,117.732,118.858,117.685,118.65,163183,118.75
